Attrition;Business Travel;CF_age band;CF_attrition label;Department;Education Field;emp no;Employee Number;Gender;Job Role;Marital Status;Over Time;Over18;Training Times Last Year;Age;CF_current Employee;Daily Rate;Distance From Home;Education;Employee Count;Environment Satisfaction;Hourly Rate;Job Involvement;Job Level;Job Satisfaction;Monthly Income;Monthly Rate;Num Companies Worked;Percent Salary Hike;Performance Rating;Relationship Satisfaction;Standard Hours;Stock Option Level;Total Working Years;Work Life Balance;Years At Company;Years In Current Role;Years Since Last Promotion;Years With Curr Manager
No;Travel_Rarely;Over 55;Current Employees;HR;Human Resources;STAFF-1314;1314;Male;Manager;Married;Yes;Y;0;55;1;189;26;Master's Degree;1;3;71;4;5;2;19636;25811;4;18;3;1;80;1;35;3;10;9;1;4
No;Travel_Rarely;45 - 54;Current Employees;R&D;Medical;STAFF-1315;1315;Male;Healthcare Representative;Divorced;Yes;Y;2;45;1;1038;20;Bachelor's Degree;1;2;95;1;3;1;10851;19863;2;18;3;2;80;1;24;3;7;7;0;7
No;Travel_Rarely;45 - 54;Current Employees;R&D;Medical;STAFF-1316;1316;Male;Research Director;Divorced;Yes;Y;3;46;1;734;2;Master's Degree;1;3;46;3;5;4;19328;14218;7;17;3;3;80;1;24;3;2;1;2;2
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-1317;1317;Male;Research Scientist;Divorced;Yes;Y;3;42;1;557;18;Master's Degree;1;4;35;3;2;1;5410;11189;6;17;3;3;80;1;9;2;4;3;1;2
No;Travel_Rarely;25 - 34;Current Employees;R&D;Other;STAFF-1318;1318;Male;Laboratory Technician;Divorced;Yes;Y;2;25;1;977;2;High School;1;4;57;3;1;3;3977;7298;6;19;3;3;80;1;7;2;2;2;0;2
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-1319;1319;Male;Research Scientist;Married;Yes;Y;5;41;1;1283;5;Doctoral Degree;1;2;90;4;1;3;2127;5561;2;12;3;1;80;0;7;2;4;2;0;3
No;Travel_Rarely;Over 55;Current Employees;R&D;Life Sciences;STAFF-1320;1320;Male;Healthcare Representative;Married;Yes;Y;2;55;1;1229;4;Master's Degree;1;4;30;3;2;3;4035;16143;0;16;3;2;80;0;4;3;3;2;1;2
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-1321;1321;Male;Healthcare Representative;Married;Yes;Y;2;38;1;833;18;Bachelor's Degree;1;2;60;1;2;4;5811;24539;3;16;3;3;80;1;15;3;1;0;1;0
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-1322;1322;Male;Laboratory Technician;Married;Yes;Y;3;33;1;589;28;Master's Degree;1;2;79;3;2;3;5207;22949;1;12;3;2;80;1;15;3;15;14;5;7
No;Travel_Rarely;25 - 34;Current Employees;R&D;Other;STAFF-1323;1323;Male;Laboratory Technician;Married;Yes;Y;2;29;1;1378;13;Associates Degree;1;4;46;2;2;2;4025;23679;4;13;3;1;80;1;10;3;4;3;0;3
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-1324;1324;Male;Healthcare Representative;Married;Yes;Y;1;36;1;1383;10;Bachelor's Degree;1;4;90;3;3;1;8321;25949;7;13;3;4;80;1;15;3;12;8;5;7
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-1325;1325;Male;Laboratory Technician;Married;Yes;Y;3;35;1;1490;11;Master's Degree;1;4;43;3;1;3;2660;20232;7;11;3;3;80;1;5;3;2;2;2;2
No;Travel_Rarely;45 - 54;Current Employees;R&D;Technical Degree;STAFF-1326;1326;Male;Manufacturing Director;Married;Yes;Y;4;45;1;1448;29;Bachelor's Degree;1;2;55;3;3;4;9380;14720;4;18;3;4;80;2;10;4;3;1;1;2
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-1327;1327;Male;Research Scientist;Married;Yes;Y;3;34;1;181;2;Master's Degree;1;4;97;4;1;4;2932;5586;0;14;3;1;80;3;6;3;5;0;1;2
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-1328;1328;Male;Laboratory Technician;Single;Yes;Y;3;29;1;1370;3;High School;1;2;87;3;1;1;4723;16213;1;18;3;4;80;0;10;3;10;9;1;5
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-1329;1329;Male;Research Scientist;Single;Yes;Y;2;44;1;1037;1;Bachelor's Degree;1;2;42;3;1;4;2436;13422;6;12;3;3;80;0;6;3;4;3;1;2
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-1330;1330;Male;Healthcare Representative;Single;Yes;Y;6;33;1;516;8;Doctoral Degree;1;4;69;3;2;3;6388;22049;2;17;3;1;80;0;14;3;0;0;0;0
No;Travel_Rarely;25 - 34;Current Employees;Sales;Medical;STAFF-1331;1331;Male;Sales Executive;Divorced;Yes;Y;3;29;1;991;5;Bachelor's Degree;1;1;43;2;2;2;4187;3356;1;13;3;2;80;1;10;2;10;0;0;9
No;Travel_Rarely;45 - 54;Current Employees;Sales;Life Sciences;STAFF-1332;1332;Male;Sales Executive;Divorced;Yes;Y;5;46;1;1277;2;Bachelor's Degree;1;3;74;3;3;4;10368;5596;4;12;3;2;80;1;13;2;10;6;0;3
No;Travel_Rarely;35 - 44;Current Employees;Sales;Marketing;STAFF-1333;1333;Male;Sales Executive;Divorced;Yes;Y;4;42;1;419;12;Master's Degree;1;2;77;3;2;4;5087;2900;3;12;3;3;80;2;14;3;0;0;0;0
No;Travel_Rarely;25 - 34;Current Employees;Sales;Technical Degree;STAFF-1334;1334;Male;Sales Executive;Married;Yes;Y;3;34;1;971;1;Bachelor's Degree;1;4;64;2;3;3;7083;12288;1;14;3;4;80;0;10;3;10;9;8;6
No;Travel_Rarely;45 - 54;Current Employees;Sales;Marketing;STAFF-1335;1335;Male;Manager;Married;Yes;Y;2;50;1;264;9;Bachelor's Degree;1;3;59;3;5;3;19331;19519;4;16;3;3;80;1;27;3;1;0;0;0
No;Travel_Rarely;35 - 44;Current Employees;Sales;Medical;STAFF-1336;1336;Male;Sales Executive;Married;Yes;Y;3;43;1;1179;2;Bachelor's Degree;1;4;73;3;2;4;7847;6069;1;17;3;1;80;1;10;3;10;9;8;8
No;Travel_Rarely;25 - 34;Current Employees;Sales;Life Sciences;STAFF-1337;1337;Male;Sales Executive;Married;Yes;Y;3;34;1;1480;4;Bachelor's Degree;1;3;64;3;3;4;9713;24444;2;13;3;4;80;3;9;3;5;3;1;0
No;Travel_Rarely;Under 25;Current Employees;Sales;Medical;STAFF-1338;1338;Male;Sales Representative;Single;Yes;Y;6;21;1;501;5;High School;1;3;58;3;1;1;2380;25479;1;11;3;4;80;0;2;3;2;2;1;2
No;Travel_Rarely;35 - 44;Current Employees;Sales;Life Sciences;STAFF-1339;1339;Male;Sales Executive;Single;Yes;Y;2;41;1;1206;23;Associates Degree;1;4;80;3;3;3;7082;11591;3;16;3;4;80;0;21;3;2;0;0;2
No;Non-Travel;25 - 34;Current Employees;R&D;Medical;STAFF-1340;1340;Female;Research Director;Married;No;Y;2;31;1;697;10;Bachelor's Degree;1;3;40;3;3;3;11031;26862;4;20;4;3;80;1;13;4;11;7;4;8
No;Non-Travel;45 - 54;Current Employees;Sales;Life Sciences;STAFF-1341;1341;Female;Sales Executive;Married;No;Y;3;45;1;589;2;Master's Degree;1;3;67;3;2;3;5154;19665;4;22;4;2;80;2;10;4;8;7;5;7
No;Travel_Frequently;45 - 54;Current Employees;R&D;Medical;STAFF-1342;1342;Female;Manager;Divorced;No;Y;2;54;1;1050;11;Master's Degree;1;2;87;3;4;4;16032;24456;3;20;4;1;80;1;26;3;14;9;1;12
No;Travel_Frequently;35 - 44;Current Employees;R&D;Medical;STAFF-1343;1343;Female;Laboratory Technician;Single;No;Y;3;38;1;148;2;Bachelor's Degree;1;4;42;2;1;2;2440;23826;1;22;4;2;80;0;4;3;4;3;3;3
No;Travel_Frequently;25 - 34;Current Employees;R&D;Technical Degree;STAFF-1344;1344;Female;Manufacturing Director;Single;No;Y;3;31;1;163;24;High School;1;4;30;3;2;4;5238;6670;2;20;4;4;80;0;9;2;5;4;1;4
No;Travel_Rarely;45 - 54;Current Employees;HR;Life Sciences;STAFF-1345;1345;Female;Human Resources;Married;No;Y;2;45;1;176;4;Bachelor's Degree;1;3;56;1;3;3;9756;6595;4;21;4;3;80;2;9;4;5;0;0;3
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-1346;1346;Female;Manufacturing Director;Divorced;No;Y;5;28;1;580;27;Bachelor's Degree;1;2;39;1;2;1;4877;20460;0;21;4;2;80;1;6;2;5;3;0;0
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-1347;1347;Female;Research Scientist;Married;No;Y;5;26;1;474;3;Bachelor's Degree;1;1;89;3;1;4;2061;11133;1;21;4;1;80;0;1;3;1;0;0;0
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-1348;1348;Female;Manufacturing Director;Married;No;Y;3;41;1;582;28;Master's Degree;1;1;60;2;4;2;13570;5640;0;23;4;3;80;1;21;3;20;7;0;10
No;Travel_Rarely;Over 55;Current Employees;R&D;Life Sciences;STAFF-1349;1349;Female;Research Scientist;Married;No;Y;3;56;1;1255;1;Associates Degree;1;1;90;3;1;1;2066;10494;2;22;4;4;80;1;5;4;3;2;1;0
No;Travel_Rarely;45 - 54;Current Employees;R&D;Medical;STAFF-1350;1350;Female;Manager;Married;No;Y;6;54;1;584;22;Doctoral Degree;1;2;91;3;4;3;17426;18685;3;25;4;3;80;1;36;3;10;8;4;7
No;Travel_Rarely;45 - 54;Current Employees;R&D;Medical;STAFF-1351;1351;Female;Laboratory Technician;Married;No;Y;3;49;1;271;3;Associates Degree;1;3;43;2;2;1;4789;23070;4;25;4;1;80;1;10;3;3;2;1;2
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-1352;1352;Female;Research Scientist;Married;No;Y;3;28;1;1217;1;Bachelor's Degree;1;3;67;3;1;1;3591;12719;1;25;4;3;80;1;3;3;3;2;1;2
No;Travel_Rarely;25 - 34;Current Employees;Sales;Medical;STAFF-1353;1353;Female;Sales Representative;Married;No;Y;5;27;1;728;23;High School;1;2;36;2;2;3;3540;7018;1;21;4;4;80;1;9;3;9;8;5;8
No;Travel_Rarely;35 - 44;Current Employees;Sales;Marketing;STAFF-1354;1354;Female;Sales Executive;Married;No;Y;3;41;1;337;8;Bachelor's Degree;1;3;54;3;2;2;4393;26841;5;21;4;3;80;1;14;3;5;4;1;4
No;Travel_Rarely;35 - 44;Current Employees;Sales;Life Sciences;STAFF-1355;1355;Female;Sales Representative;Married;No;Y;5;35;1;1402;28;Master's Degree;1;2;98;2;1;3;2430;26204;0;23;4;1;80;2;6;3;5;3;4;2
No;Travel_Rarely;25 - 34;Current Employees;Sales;Marketing;STAFF-1356;1356;Female;Sales Executive;Married;No;Y;2;34;1;704;28;Bachelor's Degree;1;4;95;2;2;3;6712;8978;1;21;4;4;80;2;8;3;8;7;1;7
No;Non-Travel;Over 55;Current Employees;R&D;Life Sciences;STAFF-1357;1357;Male;Healthcare Representative;Divorced;No;Y;2;56;1;667;1;Master's Degree;1;3;57;3;2;3;6306;26236;1;21;4;1;80;1;13;2;13;12;1;9
No;Non-Travel;35 - 44;Current Employees;R&D;Life Sciences;STAFF-1358;1358;Male;Laboratory Technician;Married;No;Y;3;36;1;1351;9;Master's Degree;1;1;66;4;1;2;2810;9238;1;22;4;2;80;0;5;3;5;4;0;2
No;Non-Travel;45 - 54;Current Employees;R&D;Life Sciences;STAFF-1359;1359;Male;Healthcare Representative;Married;No;Y;3;45;1;1238;1;High School;1;3;74;2;3;3;10748;3395;3;23;4;4;80;1;25;2;23;15;14;4
No;Non-Travel;35 - 44;Current Employees;R&D;Technical Degree;STAFF-1360;1360;Male;Research Scientist;Married;No;Y;1;42;1;355;10;Master's Degree;1;3;38;3;1;3;2936;6161;3;22;4;2;80;2;10;2;6;3;3;3
No;Non-Travel;25 - 34;Current Employees;R&D;Medical;STAFF-1361;1361;Male;Laboratory Technician;Single;No;Y;5;26;1;786;7;Bachelor's Degree;1;4;76;3;1;4;2570;11925;1;20;4;3;80;0;7;3;7;7;5;7
No;Non-Travel;Over 55;Current Employees;Sales;Medical;STAFF-1362;1362;Male;Manager;Divorced;No;Y;0;58;1;350;2;Bachelor's Degree;1;2;52;3;4;2;16291;22577;4;22;4;4;80;1;37;2;16;9;14;14
No;Non-Travel;35 - 44;Current Employees;Sales;Marketing;STAFF-1363;1363;Male;Sales Executive;Divorced;No;Y;4;36;1;301;15;Master's Degree;1;4;88;1;2;4;5406;10436;1;24;4;1;80;1;15;2;15;12;11;11
No;Travel_Frequently;35 - 44;Current Employees;HR;Human Resources;STAFF-1364;1364;Male;Human Resources;Single;No;Y;2;36;1;1213;2;High School;1;2;94;2;2;4;3886;4223;1;21;4;4;80;0;10;2;10;1;0;8
No;Travel_Frequently;25 - 34;Current Employees;R&D;Life Sciences;STAFF-1365;1365;Male;Healthcare Representative;Divorced;No;Y;2;33;1;1303;7;Associates Degree;1;4;36;3;2;3;5968;18079;1;20;4;3;80;3;9;3;9;7;2;8
No;Travel_Frequently;25 - 34;Current Employees;R&D;Life Sciences;STAFF-1366;1366;Male;Research Scientist;Married;No;Y;6;31;1;1125;1;Bachelor's Degree;1;4;48;1;2;1;5003;5771;1;21;4;2;80;0;10;3;10;8;8;7
No;Travel_Frequently;45 - 54;Current Employees;R&D;Medical;STAFF-1367;1367;Male;Manager;Married;No;Y;3;48;1;365;4;Doctoral Degree;1;3;89;2;4;4;15202;5602;2;25;4;2;80;1;23;3;2;2;2;2
No;Travel_Frequently;35 - 44;Current Employees;Sales;Life Sciences;STAFF-1368;1368;Male;Sales Executive;Married;No;Y;5;43;1;1422;2;Master's Degree;1;1;92;3;2;4;5675;19246;1;20;4;3;80;1;7;3;7;7;7;7
No;Travel_Rarely;25 - 34;Current Employees;HR;Life Sciences;STAFF-1369;1369;Male;Human Resources;Divorced;No;Y;3;30;1;330;1;Bachelor's Degree;1;3;46;3;1;3;2064;15428;0;21;4;1;80;1;6;4;5;3;1;3
No;Travel_Rarely;Over 55;Current Employees;R&D;Medical;STAFF-1370;1370;Male;Healthcare Representative;Divorced;No;Y;2;60;1;370;1;Master's Degree;1;3;92;1;3;4;10883;20467;3;20;4;3;80;1;19;4;1;0;0;0
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-1371;1371;Male;Healthcare Representative;Divorced;No;Y;3;36;1;1040;3;Associates Degree;1;4;79;4;2;1;6842;26308;6;20;4;1;80;1;13;3;5;4;0;4
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-1372;1372;Male;Laboratory Technician;Divorced;No;Y;2;41;1;548;9;Master's Degree;1;3;94;3;1;1;2289;20520;1;20;4;2;80;2;5;3;5;3;0;4
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-1373;1373;Male;Laboratory Technician;Divorced;No;Y;6;42;1;855;12;Bachelor's Degree;1;2;57;3;1;2;2766;8952;8;22;4;2;80;3;7;2;5;3;0;4
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-1374;1374;Male;Manufacturing Director;Married;No;Y;3;39;1;492;12;Bachelor's Degree;1;4;66;3;2;2;5295;7693;4;21;4;3;80;0;7;3;5;4;1;0
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-1375;1375;Male;Manufacturing Director;Married;No;Y;3;39;1;867;9;Associates Degree;1;1;87;3;2;1;5151;12315;1;25;4;4;80;1;10;3;10;0;7;9
No;Travel_Rarely;Over 55;Current Employees;R&D;Technical Degree;STAFF-1376;1376;Male;Research Scientist;Married;No;Y;2;55;1;836;2;Master's Degree;1;2;98;2;1;4;2662;7975;8;20;4;2;80;1;19;4;5;2;0;4
No;Travel_Rarely;Over 55;Current Employees;R&D;Life Sciences;STAFF-1377;1377;Male;Research Scientist;Married;No;Y;2;57;1;405;1;Associates Degree;1;2;93;4;2;3;4900;2721;0;24;4;1;80;1;13;2;12;9;2;8
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-1378;1378;Male;Research Director;Married;No;Y;3;43;1;1291;15;Associates Degree;1;3;65;2;4;3;17603;3525;1;24;4;1;80;1;14;3;14;10;6;11
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-1379;1379;Male;Research Scientist;Married;No;Y;3;41;1;642;1;Bachelor's Degree;1;4;76;3;1;4;2782;21412;3;22;4;1;80;1;12;3;5;3;1;0
No;Travel_Rarely;45 - 54;Current Employees;R&D;Technical Degree;STAFF-1380;1380;Male;Research Scientist;Married;No;Y;3;45;1;950;28;Bachelor's Degree;1;4;97;3;1;4;2132;4585;4;20;4;4;80;1;8;3;5;4;0;3
No;Travel_Rarely;45 - 54;Current Employees;R&D;Medical;STAFF-1381;1381;Male;Healthcare Representative;Single;No;Y;3;47;1;1180;25;Bachelor's Degree;1;1;84;3;3;3;8633;13084;2;23;4;2;80;0;25;3;17;14;12;11
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-1382;1382;Male;Research Director;Single;No;Y;3;39;1;1253;10;High School;1;3;65;3;3;3;13464;7914;7;21;4;3;80;0;9;3;4;3;2;2
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-1383;1383;Male;Manager;Single;No;Y;5;32;1;495;10;Bachelor's Degree;1;3;64;3;3;4;11244;21072;2;25;4;2;80;0;10;4;5;2;0;0
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-1384;1384;Male;Manufacturing Director;Single;No;Y;1;32;1;1373;5;Master's Degree;1;4;56;2;2;4;9679;10138;8;24;4;2;80;0;8;3;1;0;0;0
No;Travel_Rarely;35 - 44;Current Employees;R&D;Other;STAFF-1385;1385;Male;Manager;Single;No;Y;2;42;1;1059;9;Associates Degree;1;4;93;2;5;4;19613;26362;8;22;4;4;80;0;24;3;1;0;0;1
No;Travel_Rarely;Over 55;Current Employees;Sales;Marketing;STAFF-1386;1386;Male;Manager;Married;No;Y;3;55;1;685;26;Doctoral Degree;1;3;60;2;5;4;19586;23037;1;21;4;3;80;1;36;3;36;6;2;13
No;Travel_Rarely;25 - 34;Current Employees;Sales;Technical Degree;STAFF-1387;1387;Male;Sales Executive;Married;No;Y;5;34;1;810;8;Associates Degree;1;2;92;4;2;3;6799;22128;1;21;4;3;80;2;10;3;10;8;4;8
No;Travel_Rarely;25 - 34;Current Employees;Sales;Marketing;STAFF-1388;1388;Male;Sales Executive;Single;No;Y;3;34;1;937;1;Bachelor's Degree;1;1;32;3;3;4;9888;6770;1;21;4;1;80;0;14;2;14;8;2;1
No;Non-Travel;45 - 54;Current Employees;R&D;Medical;STAFF-1389;1389;Female;Manufacturing Director;Married;Yes;Y;2;53;1;661;1;Master's Degree;1;1;60;2;4;3;12965;22308;4;20;4;4;80;3;27;2;3;2;0;2
No;Non-Travel;25 - 34;Current Employees;Sales;Life Sciences;STAFF-1390;1390;Female;Sales Executive;Divorced;Yes;Y;2;33;1;530;16;Bachelor's Degree;1;3;36;3;2;4;5368;16130;1;25;4;3;80;1;7;3;6;5;1;2
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-1391;1391;Female;Research Director;Married;Yes;Y;2;37;1;161;10;Bachelor's Degree;1;3;42;4;3;4;13744;15471;1;25;4;1;80;1;16;3;16;11;6;8
No;Travel_Rarely;Over 55;Current Employees;R&D;Medical;STAFF-1392;1392;Female;Research Director;Married;Yes;Y;3;58;1;1055;1;Bachelor's Degree;1;4;76;3;5;1;19701;22456;3;21;4;3;80;1;32;3;9;8;1;5
No;Travel_Rarely;35 - 44;Current Employees;R&D;Other;STAFF-1393;1393;Female;Research Scientist;Married;Yes;Y;2;36;1;430;2;Master's Degree;1;4;73;3;2;2;6962;19573;4;22;4;4;80;1;15;3;1;0;0;0
No;Travel_Rarely;25 - 34;Current Employees;Sales;Other;STAFF-1394;1394;Female;Sales Executive;Divorced;Yes;Y;3;25;1;1382;8;Associates Degree;1;1;85;3;2;3;4907;13684;0;22;4;2;80;1;6;2;5;3;0;4
No;Travel_Rarely;35 - 44;Current Employees;Sales;Marketing;STAFF-1395;1395;Female;Sales Representative;Married;Yes;Y;4;38;1;723;2;Master's Degree;1;2;77;1;2;4;5405;4244;2;20;4;1;80;2;20;2;4;2;0;3
No;Travel_Rarely;35 - 44;Current Employees;HR;Medical;STAFF-1396;1396;Male;Manager;Single;Yes;Y;2;40;1;898;6;Associates Degree;1;3;38;3;4;4;16437;17381;1;21;4;4;80;0;21;3;21;7;7;7
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-1397;1397;Male;Manufacturing Director;Married;Yes;Y;0;27;1;155;4;Bachelor's Degree;1;2;87;4;2;2;6142;5174;1;20;4;2;80;1;6;3;6;2;0;3
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-1398;1398;Male;Research Scientist;Married;Yes;Y;2;37;1;783;7;Master's Degree;1;4;78;3;2;1;4284;13588;5;22;4;3;80;1;16;3;5;3;0;4
No;Travel_Rarely;25 - 34;Current Employees;Sales;Technical Degree;STAFF-1399;1399;Male;Sales Representative;Married;Yes;Y;4;34;1;1440;7;Associates Degree;1;2;55;3;1;3;2308;4944;0;25;4;2;80;1;12;3;11;10;5;7
No;Travel_Rarely;35 - 44;Current Employees;Sales;Life Sciences;STAFF-1400;1400;Male;Sales Representative;Single;Yes;Y;3;36;1;1157;2;Master's Degree;1;3;70;3;1;4;2644;17001;3;21;4;4;80;0;7;2;3;2;1;2
Yes;Travel_Frequently;25 - 34;Ex-Employees;HR;Human Resources;STAFF-1401;1401;Female;Human Resources;Divorced;No;Y;0;30;0;600;8;Bachelor's Degree;1;3;66;2;1;4;2180;9732;6;11;3;3;80;1;6;2;4;2;1;2
Yes;Travel_Frequently;25 - 34;Ex-Employees;HR;Human Resources;STAFF-1402;1402;Female;Human Resources;Married;No;Y;2;27;0;1337;22;Bachelor's Degree;1;1;58;2;1;2;2863;19555;1;12;3;1;80;0;1;3;1;0;0;0
Yes;Travel_Frequently;25 - 34;Ex-Employees;R&D;Life Sciences;STAFF-1403;1403;Female;Manufacturing Director;Single;No;Y;2;31;0;1445;1;Doctoral Degree;1;3;100;4;3;2;7446;8931;1;11;3;1;80;0;10;3;10;8;4;7
Yes;Travel_Frequently;25 - 34;Ex-Employees;R&D;Life Sciences;STAFF-1404;1404;Female;Research Scientist;Single;No;Y;2;31;0;561;3;Bachelor's Degree;1;4;33;3;1;3;4084;4156;1;12;3;1;80;0;7;1;7;2;7;7
Yes;Travel_Frequently;25 - 34;Ex-Employees;Sales;Technical Degree;STAFF-1405;1405;Female;Sales Executive;Single;No;Y;4;29;0;115;13;Bachelor's Degree;1;1;51;3;2;2;5765;17485;5;11;3;1;80;0;7;1;5;3;0;0
Yes;Travel_Frequently;25 - 34;Ex-Employees;Sales;Life Sciences;STAFF-1406;1406;Female;Sales Representative;Single;No;Y;3;31;0;667;1;Master's Degree;1;2;50;1;1;3;1359;16154;1;12;3;2;80;0;1;3;1;0;0;0
Yes;Travel_Rarely;25 - 34;Ex-Employees;HR;Technical Degree;STAFF-1407;1407;Female;Human Resources;Married;No;Y;0;34;0;1107;9;Master's Degree;1;1;52;3;1;3;2742;3072;1;15;3;4;80;0;2;3;2;2;2;2
Yes;Travel_Rarely;45 - 54;Ex-Employees;R&D;Technical Degree;STAFF-1408;1408;Female;Manufacturing Director;Married;No;Y;4;53;0;607;2;Doctoral Degree;1;3;78;2;3;4;10169;14618;0;16;3;2;80;1;34;3;33;7;1;9
Yes;Travel_Rarely;25 - 34;Ex-Employees;R&D;Life Sciences;STAFF-1409;1409;Female;Research Scientist;Single;No;Y;3;31;0;202;8;Bachelor's Degree;1;1;34;2;1;2;1261;22262;1;12;3;3;80;0;1;4;1;0;0;0
Yes;Travel_Rarely;25 - 34;Ex-Employees;Sales;Marketing;STAFF-1410;1410;Female;Sales Representative;Single;No;Y;3;29;0;428;9;Bachelor's Degree;1;2;52;1;1;2;2760;14630;1;13;3;3;80;0;2;3;2;2;2;2
Yes;Travel_Frequently;25 - 34;Ex-Employees;R&D;Life Sciences;STAFF-1411;1411;Male;Laboratory Technician;Married;No;Y;3;34;0;234;9;Master's Degree;1;4;93;3;2;1;5346;6208;4;17;3;3;80;1;11;2;7;1;0;7
Yes;Travel_Frequently;25 - 34;Ex-Employees;R&D;Medical;STAFF-1412;1412;Male;Laboratory Technician;Single;No;Y;2;28;0;289;2;Associates Degree;1;3;38;2;1;1;2561;5355;7;11;3;3;80;0;8;2;0;0;0;0
Yes;Travel_Frequently;45 - 54;Ex-Employees;Sales;Life Sciences;STAFF-1413;1413;Male;Sales Executive;Divorced;No;Y;3;50;0;878;1;Master's Degree;1;2;94;3;2;3;6728;14255;7;12;3;4;80;2;12;3;6;3;0;1
Yes;Travel_Frequently;45 - 54;Ex-Employees;Sales;Life Sciences;STAFF-1414;1414;Male;Sales Executive;Married;No;Y;3;47;0;1093;9;Bachelor's Degree;1;3;82;1;4;3;12936;24164;7;11;3;3;80;0;25;1;23;5;14;10
Yes;Travel_Frequently;25 - 34;Ex-Employees;Sales;Technical Degree;STAFF-1415;1415;Male;Sales Representative;Married;No;Y;3;28;0;1496;1;Bachelor's Degree;1;1;92;3;1;3;2909;15747;3;15;3;4;80;1;5;4;3;2;1;2
Yes;Travel_Frequently;Under 25;Ex-Employees;Sales;Marketing;STAFF-1416;1416;Male;Sales Representative;Married;No;Y;3;23;0;638;9;Bachelor's Degree;1;4;33;3;1;1;1790;26956;1;19;3;1;80;1;1;2;1;0;1;0
Yes;Travel_Frequently;25 - 34;Ex-Employees;Sales;Technical Degree;STAFF-1417;1417;Male;Sales Representative;Single;No;Y;3;29;0;746;24;Bachelor's Degree;1;3;45;4;1;1;1091;10642;1;17;3;4;80;0;1;3;1;0;0;0
Yes;Travel_Rarely;25 - 34;Ex-Employees;HR;Human Resources;STAFF-1418;1418;Male;Human Resources;Married;No;Y;4;31;0;359;18;Doctoral Degree;1;4;89;4;1;1;2956;21495;0;17;3;3;80;0;2;3;1;0;0;0
Yes;Travel_Rarely;Under 25;Ex-Employees;HR;Human Resources;STAFF-1419;1419;Male;Human Resources;Married;No;Y;2;24;0;240;22;High School;1;4;58;1;1;3;1555;11585;1;11;3;3;80;1;1;3;1;0;0;0
Yes;Travel_Rarely;25 - 34;Ex-Employees;R&D;Technical Degree;STAFF-1420;1420;Male;Laboratory Technician;Divorced;No;Y;2;28;0;1404;17;Bachelor's Degree;1;3;32;2;1;4;2367;18779;5;12;3;1;80;1;6;2;4;1;0;3
Yes;Travel_Rarely;Over 55;Ex-Employees;R&D;Technical Degree;STAFF-1421;1421;Male;Laboratory Technician;Married;No;Y;4;56;0;310;7;Associates Degree;1;4;72;3;1;3;2339;3666;8;11;3;4;80;1;14;1;10;9;9;8
Yes;Travel_Rarely;35 - 44;Ex-Employees;R&D;Medical;STAFF-1422;1422;Male;Manufacturing Director;Married;No;Y;2;38;0;903;2;Bachelor's Degree;1;3;81;3;2;2;4855;7653;4;11;3;1;80;2;7;3;5;2;1;4
Yes;Travel_Rarely;25 - 34;Ex-Employees;R&D;Technical Degree;STAFF-1423;1423;Male;Research Scientist;Single;No;Y;2;29;0;224;1;Master's Degree;1;1;100;2;1;1;2362;7568;6;13;3;3;80;0;11;1;9;7;0;7
